,gene_names,Control_Gut_1,Control_Gut_2,Control_Gut_3,Control_Gut_4,Pseudomonas_Gut_1,Pseudomonas_Gut_2,Pseudomonas_Gut_3,Pseudomonas_Gut_4,Control_Carcass_1,Control_Carcass_2,Control_Carcass_3,Control_Carcass_4,Pseudomonas_Carcass_1,Pseudomonas_Carcass_2,Pseudomonas_Carcass_3,Pseudomonas_Carcass_4
9063,LOC101888835,14,24,25,25,13,19,25,17,28,25,24,22,29,22,24,29
9064,LOC101889133,40,48,61,49,46,47,51,44,55,56,52,45,60,38,50,60
9065,LOC101889424,17,4,2,3,3,6,4,4,1,0,3,0,1,2,1,1
9066,LOC105261964,1,2,2,1,2,1,1,1,1,1,3,2,1,3,3,2
9067,LOC101890096,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
9068,LOC101890262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9069,LOC101890547,16,48,25,29,11,28,27,20,124,102,115,120,91,118,109,81
9070,LOC101891125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9071,LOC101890952,7,21,25,20,9,15,21,12,26,24,25,22,32,19,25,22
9072,LOC101891938,0,0,0,0,0,0,0,0,7,11,14,9,6,3,10,4
9073,LOC101892113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9074,LOC101892282,0,0,0,0,0,0,0,0,1,2,2,1,1,0,2,1
9075,LOC101891413,0,0,0,0,0,0,0,0,2,5,5,4,3,2,4,2
9076,LOC101891594,0,0,0,0,0,0,0,0,3,6,6,6,4,3,5,3
9077,LOC101891765,31,31,51,40,26,36,39,34,34,22,26,18,40,16,22,31
9078,LOC101892626,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0
9079,LOC101892451,7,14,12,10,9,13,9,9,5,2,3,2,8,2,3,4
9080,LOC109613010,10,17,36,29,13,18,20,15,25,15,17,20,20,12,16,42
9081,LOC101892802,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1
9082,LOC101894439,1,1,3,2,2,3,1,1,2,1,1,1,2,1,1,2
9083,LOC101894601,2624,686,929,2200,1367,2445,742,2031,0,1,0,3,1,1,0,5
9084,LOC101892974,2,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0
9085,LOC101893151,2866,680,1874,837,1956,3156,834,1470,1,2,0,0,0,4,0,0
9086,LOC101894169,66,24,53,31,89,153,62,50,0,0,0,0,0,0,0,0
9087,LOC101893428,3,2,1,3,3,5,2,2,0,0,0,0,0,0,0,0
9088,LOC101893594,146,42,17,141,40,111,31,179,0,0,0,0,0,0,0,0
9089,LOC109613011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9090,LOC109613012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9091,LOC109613013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9092,LOC109613014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9093,LOC101897115,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9094,LOC101896405,138,185,221,182,282,174,177,144,178,173,180,148,223,144,153,123
9095,LOC105261968,0,0,0,0,0,0,0,0,4,6,2,7,5,4,3,4
9096,LOC101897298,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9097,LOC105261969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9098,LOC101897470,0,0,0,0,0,0,0,0,1,2,1,2,1,1,2,2
9099,LOC101896584,15,17,16,11,17,12,7,13,9,9,6,8,9,5,9,7
9100,LOC101897640,0,0,0,0,0,1,0,0,1,1,0,1,1,2,1,1
9101,LOC105261429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9102,LOC109613033,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9103,LOC101897815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9104,LOC101896769,0,1,1,0,0,0,0,0,1,0,0,1,1,2,1,1
9105,LOC101896939,1,4,3,2,2,3,4,2,3,2,1,2,3,1,3,1
9106,LOC105261970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9107,LOC101897974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9108,LOC105261971,0,2,4,3,0,2,2,1,3,1,0,0,1,0,0,2
9109,LOC109613036,0,1,2,1,0,1,2,0,2,0,0,0,0,0,0,1
9110,LOC105261972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9111,LOC101898323,0,2,4,3,0,2,4,1,3,0,0,0,2,0,0,4
9112,LOC101898500,3,9,12,10,3,7,11,6,11,4,4,4,7,3,4,13
9113,LOC101898669,1,2,3,2,1,2,3,2,1,2,2,1,3,2,1,3
9114,LOC101898149,0,5,7,7,0,3,8,2,7,3,3,3,6,2,3,6
9115,LOC101898834,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
9116,LOC101899016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9117,LOC101899187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9118,LOC101899367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9119,LOC101901479,24,30,17,31,26,24,19,26,16,11,12,8,10,20,17,31
9120,LOC101901701,215,203,225,213,197,233,195,208,686,831,796,882,771,928,947,632
9121,LOC101887235,9,8,10,10,8,9,10,10,14,13,12,12,15,9,12,13
9122,LOC101887406,5,14,20,18,6,12,19,9,16,7,7,7,13,6,6,20
9123,LOC101887807,16,11,17,16,16,18,15,18,9,9,9,8,10,6,11,10
9124,LOC101888081,17,17,27,16,12,25,14,13,21,21,16,17,19,18,20,19
9125,LOC101889134,0,1,2,1,0,1,1,0,1,0,0,0,1,0,0,1
9126,LOC101888260,9,18,19,17,13,12,15,11,25,15,14,16,21,10,18,19
9127,LOC101889311,8,10,11,9,9,9,8,9,8,9,8,7,7,8,6,8
9128,LOC101889487,0,0,0,0,0,0,0,0,4,5,6,5,4,41,7,2
9129,LOC101888434,1,2,2,2,1,1,3,1,3,2,2,2,3,1,2,2
9130,LOC101889647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9131,LOC101888601,19,25,29,23,18,26,25,23,25,18,24,18,22,22,17,33
9132,LOC101888776,11,9,12,11,8,10,10,9,10,11,12,9,11,8,8,9
9133,LOC105261973,3,22,70,11,3,11,13,16,82,107,10,81,64,50,47,188
9134,LOC101888953,1,6,6,5,1,3,5,2,6,3,3,4,5,3,4,8
9135,LOC101890326,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9136,LOC101890668,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
9137,LOC101889821,0,8,10,10,0,5,10,2,9,0,0,0,4,0,0,15
9138,LOC101889991,2,10,3,4,4,8,12,3,10,5,0,1,6,3,4,10
9139,LOC101890154,0,0,0,0,0,0,0,0,1,3,4,3,2,1,2,1
9140,LOC101891766,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9141,LOC101891939,0,0,0,0,0,0,0,0,1,5,2,3,2,1,4,1
9142,LOC101891414,2,9,3,5,0,8,3,5,20,17,16,23,12,29,20,20
9143,LOC109613069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9144,LOC101891595,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9145,LOC101892452,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0
9146,LOC101892114,1,1,2,1,1,1,1,1,7,4,7,5,5,6,5,5
9147,LOC101892627,3,6,5,7,4,4,6,4,6,3,3,4,5,3,2,6
9148,LOC101892283,429,367,387,382,392,402,382,361,1482,1663,1607,1821,1498,1841,1770,1383
9149,LOC101892803,0,5,7,4,0,3,7,2,4,0,0,0,3,0,0,5
9150,LOC101892975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9151,LOC101893152,4,5,8,8,4,5,8,5,11,8,9,11,12,9,10,11
9152,LOC101893316,266,177,141,164,124,256,148,297,662,658,584,698,460,1264,929,1096
9153,LOC101893595,25,33,34,33,15,28,27,21,41,24,34,21,27,24,20,42
9154,LOC101893764,4,2,4,5,2,6,4,4,3,2,4,4,3,3,4,3
9155,LOC101895432,2,7,10,9,2,6,10,3,10,4,4,4,7,2,4,8
9156,LOC101894106,14,24,30,28,13,24,30,20,32,24,22,24,27,17,26,36
9157,LOC101894440,1,5,7,5,1,3,6,2,7,2,2,3,4,1,2,10
9158,LOC101894602,123,110,162,153,105,142,138,140,160,136,149,151,165,111,149,200
9159,LOC101895609,2,6,6,5,2,4,7,4,7,5,6,5,7,3,4,6
9160,LOC101894762,3,13,9,10,3,9,12,7,19,14,11,16,17,11,12,18
9161,LOC101895260,6,18,25,18,6,14,19,9,21,14,12,14,19,9,11,26
9162,LOC101895087,26,85,131,98,26,57,104,50,96,36,37,35,85,29,38,158
9163,LOC101897641,1,1,2,2,1,2,2,1,4,5,7,6,4,3,6,3
9164,LOC105261978,0,9,13,9,0,5,11,3,9,0,0,0,4,0,0,13
9165,LOC105261979,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0
9166,LOC101895785,0,1,1,0,0,1,1,0,24,15,19,30,23,38,32,17
9167,LOC101895959,7,6,5,5,5,3,5,5,7,7,7,8,10,6,7,4
9168,LOC101897975,2,4,6,5,2,3,4,3,7,4,4,5,5,4,4,8
9169,LOC101896125,9,8,11,11,7,9,11,9,11,10,10,9,13,7,10,13
9170,LOC101896295,3,4,5,4,3,3,5,3,5,7,6,6,8,6,8,6
9171,LOC101896468,7,10,12,11,7,10,10,7,11,12,9,9,14,7,10,11
9172,LOC101896649,2,4,7,6,1,3,5,3,6,2,2,2,5,1,2,7
9173,LOC101896829,4,7,7,8,4,6,7,6,7,5,5,6,8,5,5,8
9174,LOC101897116,6,6,7,6,4,5,6,6,14,15,17,17,19,15,16,12
9175,LOC101897299,7,12,15,12,6,9,12,8,13,7,6,7,12,5,6,16
9176,LOC101898150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9177,LOC101898324,162,74,108,106,141,143,107,158,171,283,371,303,365,194,329,124
9178,LOC101900331,21,16,10,7,16,5,12,13,6,3,7,6,5,14,5,6
9179,LOC101901702,0,1,2,0,1,1,1,0,1,1,1,1,1,0,0,1
9180,LOC101887236,5,9,12,11,6,7,11,7,10,7,5,6,11,5,6,11
9181,LOC101900502,21,28,24,24,24,22,24,22,28,40,18,21,31,21,35,16
9182,LOC101900857,4,4,4,5,4,4,4,3,4,4,4,5,5,2,3,4
9183,LOC101900679,9,7,10,9,7,8,9,8,8,8,9,9,9,5,9,8
9184,LOC101887407,3,6,9,8,3,5,6,3,8,4,5,4,7,3,4,6
9185,LOC101901030,12,8,14,14,10,15,12,11,12,10,12,12,15,9,10,8
9186,LOC101901202,4,11,14,10,6,9,12,6,15,10,8,12,15,12,13,17
9187,LOC101901368,2,7,11,9,2,5,9,4,11,4,4,5,9,4,5,13
9188,LOC101887583,1,3,5,5,1,2,4,2,4,3,2,2,4,1,3,5
9189,LOC101901533,3,4,5,4,3,5,6,3,6,5,6,5,6,4,6,5
9190,LOC101887747,37,15,20,26,27,41,23,30,6,5,5,4,6,4,4,7
9191,LOC101887911,0,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0
9192,LOC101888261,26,13,24,23,21,29,29,49,0,0,0,0,0,1,0,1
9193,LOC101888435,2,8,8,10,2,5,11,5,9,2,3,2,9,2,2,8
9194,LOC105261980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9195,LOC101889592,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
9196,LOC101889763,1,4,5,4,1,3,4,2,6,2,3,3,6,3,2,6
9197,LOC101889934,7,11,13,10,8,8,10,9,12,10,9,13,13,11,11,21
9198,LOC101888602,2,6,9,8,2,6,8,4,8,4,4,4,7,2,4,8
9199,LOC101888895,4,7,10,9,3,6,8,5,11,5,7,7,10,5,7,8
9200,LOC101889250,3,4,7,5,2,4,7,3,6,4,4,4,6,3,3,6
9201,LOC101889076,0,0,0,0,0,0,0,0,6,13,12,10,7,5,10,5
9202,LOC101890097,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
9203,LOC101890263,4,5,5,5,3,5,4,5,10,16,14,17,18,9,14,8
9204,LOC101891239,0,1,1,1,1,1,0,1,5,3,4,4,5,3,3,4
9205,LOC101891415,1,8,5,4,1,1,3,1,29,40,39,39,39,33,33,28
9206,LOC101891596,2,13,6,6,3,4,7,3,46,53,60,55,71,52,51,37
9207,LOC101891767,1,1,1,0,1,0,1,1,11,11,12,16,11,10,15,9
9208,LOC105261981,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9209,LOC105261982,0,10,14,9,0,6,9,2,10,0,0,0,6,0,0,15
9210,LOC101892226,4,8,10,8,3,5,6,4,15,13,15,19,20,17,15,17
9211,LOC101892398,0,0,0,0,0,0,0,0,0,4,2,1,0,2,0,1
9212,LOC101892053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9213,LOC101892682,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
9214,LOC109613110,1,1,0,1,1,0,0,0,1,2,1,2,1,1,0,0
9215,LOC101892859,0,0,1,0,0,0,1,0,2,1,2,1,1,1,2,1
9216,LOC101893029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9217,LOC101893211,2,3,4,4,2,4,3,2,6,5,7,9,7,7,8,3
9218,LOC109613111,1,1,2,2,1,1,1,1,2,2,2,4,2,2,2,1
9219,LOC101893374,8,10,10,11,7,9,10,10,12,9,11,13,11,10,11,12
9220,LOC101893652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9221,LOC105261985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9222,LOC101893818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9223,LOC101893992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9224,LOC101894170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9225,LOC101894338,0,0,0,0,0,0,0,0,1,2,2,1,1,1,2,1
9226,LOC101894603,0,0,0,0,0,0,0,0,2,2,3,2,1,0,2,1
9227,LOC101894763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9228,LOC101894927,7,5,4,5,11,8,6,5,1,1,1,1,0,1,1,0
9229,LOC101895088,9,16,25,21,10,16,20,12,24,13,14,15,20,12,14,21
9230,LOC101895261,4,14,15,12,6,10,16,9,15,6,5,10,20,7,9,23
9231,LOC101895433,87,95,114,106,81,95,101,99,158,125,138,161,134,124,145,212
9232,LOC101897691,10,19,30,21,14,14,23,13,21,15,15,16,20,13,13,25
9233,LOC101895610,4,5,7,6,4,5,6,5,10,8,9,9,10,7,9,11
9234,LOC101896079,5,13,9,8,4,9,8,7,10,9,8,9,10,7,8,12
9235,LOC101895786,14,26,30,25,16,20,26,19,26,18,17,19,30,17,16,43
9236,LOC101896235,39,41,37,40,41,39,36,37,55,86,75,77,67,76,69,56
9237,LOC101896406,6,9,10,11,6,7,9,8,11,8,8,8,10,6,8,15
9238,LOC101896888,2,6,8,7,1,4,7,3,8,4,4,5,6,4,5,8
9239,LOC101896585,830,568,580,578,585,813,613,785,402,542,459,434,398,356,375,501
9240,LOC101897059,8,28,30,26,6,18,30,15,29,10,11,11,18,8,10,30
9241,LOC101897352,18,96,87,85,20,39,84,28,182,347,159,186,138,202,166,177
9242,LOC101897519,750,613,682,596,713,633,665,732,627,717,650,604,515,453,518,575
9243,LOC101897863,7,73,22,36,4,22,28,13,122,229,131,173,70,235,126,130
9244,LOC101898028,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
9245,LOC101898205,205,312,423,250,186,254,251,191,990,991,943,1237,1116,1337,1373,859
9246,LOC101898726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9247,LOC101898890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9248,LOC101899071,6,9,0,2,6,1,2,6,0,0,2,2,0,2,0,0
9249,LOC101898376,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9250,LOC101899594,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9251,LOC101899755,21,3,15,19,12,16,20,66,0,0,0,1,0,0,0,0
9252,LOC101899425,2,4,7,3,1,2,4,5,2,5,4,3,3,2,4,8
9253,LOC101899928,5,3,4,3,4,4,3,4,2,3,2,3,3,1,2,1
9254,LOC101900612,1,5,8,6,0,3,5,2,5,4,2,1,5,1,3,4
9255,LOC101900099,1,4,4,4,1,4,4,3,5,3,4,3,4,3,3,5
9256,LOC101900796,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
9257,LOC101900273,12,18,19,16,13,14,16,14,25,26,24,27,27,21,27,24
9258,LOC101900436,5,8,8,7,5,5,8,4,9,9,8,8,10,6,6,9
9259,LOC101900971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9260,LOC101901148,3,3,3,3,1,3,3,2,2,1,2,1,1,1,2,1
9261,LOC101887297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9262,LOC101901761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9263,LOC101887465,283,343,388,298,400,298,261,279,289,371,339,350,403,302,328,232
9264,LOC101887642,1,3,0,0,1,0,0,0,116,133,155,153,147,213,144,121
9265,LOC101887808,87,73,83,78,72,81,90,90,54,42,46,41,48,46,36,74
9266,LOC101887970,11,23,28,22,10,13,19,16,28,15,18,19,19,16,17,32
9267,LOC101888141,3,5,7,7,3,5,6,4,7,4,4,5,6,3,4,6
9268,LOC101888660,2,13,16,6,2,4,6,2,37,71,67,58,65,47,55,28
9269,LOC101889192,2,3,4,3,3,4,3,3,5,7,6,6,5,3,6,5
9270,LOC101889369,0,0,1,0,0,1,0,0,1,0,1,2,1,1,1,1
9271,LOC101888836,411,409,427,397,579,468,394,365,538,679,764,635,756,527,636,394
9272,LOC101889014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9273,LOC109613118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9274,LOC105261991,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0
9275,LOC101889541,0,4,6,5,0,3,7,1,10,5,5,7,5,1,4,13
9276,LOC101889707,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9277,LOC105261990,5,4,10,7,7,11,8,9,5,3,8,12,10,8,7,9
9278,LOC101889879,10,13,12,12,5,7,6,10,11,16,10,13,8,6,9,7
9279,LOC101890044,0,5,5,6,1,4,6,1,10,9,8,8,9,5,5,9
9280,LOC105261992,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
9281,LOC101890327,5,24,14,27,13,10,16,59,5,2,6,1,2,6,1,5
9282,LOC101892172,2,10,6,5,2,5,4,23,2,1,2,1,1,3,0,4
9283,LOC101892340,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
9284,LOC101892507,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0
9285,LOC101890498,106,69,83,89,65,111,81,127,315,276,270,334,178,269,306,324
9286,LOC101890893,21,22,23,23,19,20,20,23,54,59,61,70,56,49,68,52
9287,LOC101891655,21,28,29,24,17,21,24,21,35,35,35,39,38,24,29,35
9288,LOC101891825,75,78,84,74,87,81,73,79,103,134,117,124,132,127,115,127
9289,LOC101891999,9,18,28,24,9,13,21,14,24,11,11,12,17,8,10,26
9290,LOC101892860,0,1,0,1,0,0,0,0,2,2,3,2,1,1,2,1
9291,LOC101893030,10,10,14,12,8,11,10,10,17,16,16,19,17,18,19,17
9292,LOC101894219,5,7,12,10,4,7,10,5,10,6,6,7,9,4,7,9
9293,LOC105261440,5,9,11,10,5,6,10,7,12,7,8,7,12,5,10,11
9294,LOC109613123,43,57,56,55,39,32,39,46,93,102,112,104,105,76,98,94
9295,LOC101893429,178,198,211,184,176,159,161,171,307,313,318,306,285,240,292,286
9296,LOC101893596,65,48,57,60,86,58,56,63,7,7,5,7,7,5,7,6
9297,LOC101894046,86,66,71,66,82,80,70,94,65,79,62,67,65,50,62,60
9298,LOC109613124,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
9299,LOC101894390,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1
9300,LOC101894558,21,17,19,24,27,17,17,17,1,0,0,0,3,1,0,3
9301,LOC101894716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9302,LOC109613127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9303,LOC101894877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9304,LOC101895210,0,0,1,0,0,0,1,0,2,3,3,3,1,1,4,2
9305,LOC101895611,31,13,16,21,33,20,22,24,0,0,0,0,0,3,0,0
9306,LOC101896296,24,35,61,41,12,36,30,40,41,24,20,19,25,18,23,38
9307,LOC101895913,0,4,2,2,0,2,4,3,14,0,1,0,6,0,0,2
9308,LOC101898325,2,1,3,2,1,1,2,2,3,5,5,5,3,5,7,6
9309,LOC101896715,155,133,161,156,162,165,155,163,132,129,130,165,184,136,141,157
9310,LOC101896889,4,10,10,10,3,6,10,5,10,7,7,6,10,5,7,9
9311,LOC101897060,2,2,1,1,1,1,1,2,5,3,4,5,3,3,5,4
9312,LOC101898670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9313,LOC101897237,2,7,5,5,1,6,5,3,39,26,36,39,26,37,44,39
9314,LOC101897416,7,6,9,9,5,8,7,7,10,10,10,12,11,8,12,11
9315,LOC109613133,2,6,7,6,0,5,8,2,6,1,1,3,4,2,0,9
9316,LOC101897922,6,11,11,8,6,9,10,5,9,10,7,5,10,5,7,9
9317,LOC101898029,13,17,26,20,14,16,19,14,20,18,20,18,23,12,19,24
9318,LOC109613130,34,56,70,58,40,42,59,36,62,47,51,41,64,34,50,56
9319,LOC101899017,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
9320,LOC101899368,6,8,13,11,5,8,11,8,13,10,9,11,13,8,11,12
9321,LOC101900213,2,7,8,5,3,3,6,3,6,5,4,4,6,2,5,9
9322,LOC101899542,19,25,22,24,19,20,23,22,22,29,25,28,30,20,27,22
9323,LOC101899698,0,0,0,0,1,0,0,0,3,4,4,4,4,4,5,3
9324,LOC101899872,2,6,3,5,1,1,3,1,18,27,28,20,14,19,18,23
9325,LOC101900041,0,0,0,0,0,0,0,0,16,47,41,33,20,9,28,19
9326,LOC101900797,0,1,1,2,0,1,1,0,1,0,0,0,1,0,0,2
9327,LOC101900613,0,0,0,0,0,0,0,0,4,4,6,6,2,1,5,2
9328,LOC101887237,0,0,0,0,0,0,0,0,2,2,3,3,2,3,4,2
9329,LOC101901534,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
9330,LOC101887408,0,2,3,3,0,1,3,2,1,0,1,0,2,0,1,2
9331,LOC101887584,1,28,35,23,1,12,29,8,26,1,1,3,15,3,3,35
9332,LOC101901264,13,27,21,17,13,18,24,14,40,43,47,51,44,46,52,44
9333,LOC109613135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9334,LOC101900972,22,21,26,25,27,22,21,22,36,32,36,47,36,32,45,35
9335,LOC101888018,3,9,8,8,3,5,8,5,10,15,8,10,9,6,11,12
9336,LOC101888199,3,13,10,9,3,7,9,4,6,10,9,8,7,7,7,10
9337,LOC101888368,0,1,1,1,0,0,1,0,1,1,1,2,1,1,2,1
9338,LOC101888536,6,9,15,9,4,8,12,7,16,8,10,10,13,10,10,15
9339,LOC101889822,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
9340,LOC101889193,8,9,7,10,7,11,11,12,11,20,14,23,9,16,19,23
9341,LOC101889488,0,2,23,2,0,0,2,1,31,76,45,43,51,39,49,43
9342,LOC101890155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9343,LOC109613142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9344,LOC101889648,27,23,20,24,14,29,22,31,31,51,43,38,40,25,35,28
9345,LOC101890328,9,10,11,12,9,10,11,8,14,12,12,12,14,9,12,12
9346,LOC101890669,1,2,3,3,1,2,3,2,3,3,3,3,3,2,3,3
9347,LOC109613143,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
9348,LOC101890499,12,11,23,10,13,13,9,11,24,25,20,11,17,28,31,21
9349,LOC101890953,23,35,39,33,22,29,33,23,53,69,68,70,70,48,56,53
9350,LOC101892173,6,16,16,11,8,14,12,7,18,18,15,10,17,11,13,18
9351,LOC101892341,65,82,70,64,65,63,67,60,77,106,75,58,94,56,75,71
9352,LOC101892508,12,27,25,10,10,19,23,9,24,20,16,7,20,13,17,19
9353,LOC101891240,23,30,42,42,22,29,33,27,57,51,53,55,57,50,50,53
9354,LOC101892684,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0
9355,LOC101891656,147,67,82,108,149,148,109,202,98,94,74,158,100,73,90,133
9356,LOC101891826,3,4,5,4,3,3,4,3,7,8,8,9,8,5,8,7
9357,LOC101892861,1,6,9,9,1,4,9,3,8,2,2,3,6,3,2,9
9358,LOC101892000,69,74,86,60,81,73,75,68,75,89,86,68,99,67,84,66
9359,LOC109613146,0,0,0,0,0,0,0,0,5,5,9,6,5,3,7,3
9360,LOC101893487,0,0,0,0,0,0,0,0,5,7,8,7,6,3,6,4
9361,LOC101893317,78,107,83,77,49,76,84,76,120,248,329,173,372,144,194,92
9362,LOC101893653,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,3
9363,LOC101893993,0,0,0,0,0,0,1,0,2,2,2,1,1,2,0,15
9364,LOC101894171,2,2,1,1,2,0,1,1,3,5,3,4,6,3,4,3
9365,LOC101894339,40,73,100,67,41,56,53,52,250,194,213,317,387,284,331,213
9366,LOC101895672,1,3,6,4,1,2,3,2,4,1,2,2,2,1,1,5
9367,LOC101895492,4,8,10,8,2,6,9,5,10,7,6,7,9,6,7,13
9368,LOC105261998,1,2,4,2,1,2,2,1,4,5,4,4,4,3,4,5
9369,LOC101895960,16,27,30,25,22,21,27,22,51,57,50,59,84,47,62,43
9370,LOC101896236,6,41,56,39,6,23,45,18,37,13,8,11,29,8,13,70
9371,LOC105261999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9372,LOC101897353,2,4,3,3,3,3,3,3,2,3,2,1,1,2,1,1
9373,LOC101896407,3,6,8,7,3,5,6,4,7,5,5,4,7,3,4,6
9374,LOC101897692,0,0,1,1,0,0,1,1,1,3,1,2,1,1,1,3
9375,LOC101896586,7,33,49,39,8,24,40,18,38,19,17,17,33,14,17,69
9376,LOC101896770,14,20,24,19,13,15,19,16,21,23,21,15,23,16,17,27
9377,LOC101897176,22,17,24,23,23,26,23,21,22,26,24,24,26,17,22,20
9378,LOC109613154,5,6,5,5,4,7,2,3,17,18,12,13,10,9,10,15
9379,LOC101898206,89,66,49,41,71,67,55,52,151,95,143,102,96,113,114,129
9380,LOC101898554,3,5,8,8,3,5,5,4,7,4,5,5,7,4,5,8
9381,LOC101898377,13,11,10,11,8,11,9,9,20,20,18,16,14,14,15,17
9382,LOC101899189,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9383,LOC101899369,6,11,11,12,7,9,12,6,10,6,7,7,8,6,6,16
9384,LOC101899543,3,5,5,5,2,4,4,3,11,13,12,13,9,8,11,8
9385,LOC109613155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9386,LOC101899873,1,5,5,4,0,2,4,2,4,5,4,5,4,4,2,8
9387,LOC101898727,1,2,3,3,1,1,4,2,3,2,1,2,3,1,2,3
9388,LOC101898891,1,1,3,3,1,2,2,2,2,1,1,1,1,1,2,3
9389,LOC101900042,3,4,7,7,4,5,5,5,6,4,5,5,6,4,6,7
9390,LOC101900214,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
