,high constitutive AMPs,, other AMPs,,
T3R-beta,4,0,41,0,0.219047619
LF-A1,4,0,41,0,0.219047619
RFX1,3,1,29,12,0.506156948
c-Myb,4,0,41,0,0.219047619
Dfd,4,0,41,0,0.219047619
GR-alpha,4,0,41,0,0.219047619
NF-AT4,4,0,41,0,0.219047619
DSXF,4,0,41,0,0.219047619
DSXM,4,0,41,0,0.219047619
Fra-1,4,0,41,0,0.219047619
TCF-3,3,1,39,2,0.947648084
GATA-1,4,0,41,0,0.219047619
GATA-2,4,0,41,0,0.219047619
COE1,4,0,41,0,0.219047619
Nkx2-1,4,0,41,0,0.219047619
WT1I,4,0,40,1,0.240418118
USF-1,4,0,41,0,0.219047619
USF1,4,0,31,10,0.623319328
Clock:Bmal1,2,2,7,34,1.439021164
E2F-1,4,0,35,6,0.396797607
WT1I-KTS,4,0,40,1,0.240418118
WT1-KTS,4,0,40,1,0.240418118
Pax-1,4,0,41,0,0.219047619
Pax-2a,4,0,41,0,0.219047619
Smad3,3,1,27,14,0.53591133
Smad4,3,1,27,14,0.53591133
NF-1(-likeproteins),2,2,35,6,1.750160875
MF3,4,0,41,0,0.219047619
IPF1,4,0,39,2,0.26445993
TGGCA-bindingprotein,4,0,41,0,0.219047619
HOXD9,4,0,41,0,0.219047619
HOXD10,4,0,41,0,0.219047619
NFI/CTF,4,0,41,0,0.219047619
POU2F1a,4,0,41,0,0.219047619
PEA3,4,0,41,0,0.219047619
STAT4,4,0,41,0,0.219047619
c-Ets-2,4,0,41,0,0.219047619
c-Ets-1,4,0,41,0,0.219047619
HSF1(long),4,0,41,0,0.219047619
HSF1(short),4,0,41,0,0.219047619
TCF-4E,4,0,40,1,0.240418118
AR,4,0,41,0,0.219047619
SRF,4,0,38,3,0.291584026
YY1,4,0,41,0,0.219047619
Tal-1,3,1,30,11,0.498487903
C/EBP,4,0,41,0,0.219047619
USF2,2,2,20,21,0.558441558
E47,1,3,13,28,0.518623868
E12,0,4,7,34,0.442145905
HOXD8,4,0,41,0,0.219047619
Gt,4,0,41,0,0.219047619
POU1F1b,4,0,41,0,0.219047619
POU1F1c,4,0,41,0,0.219047619
HES-1,4,0,41,0,0.219047619
AhR,2,2,26,15,0.634862278
IRF-1,4,0,40,1,0.240418118
NF-AT1,4,0,40,1,0.240418118
RXR-beta,3,1,36,5,0.595196411
NF-E4,2,2,27,14,0.669889163
NF-X3,4,0,41,0,0.219047619
GATA-3,4,0,41,0,0.219047619
NF-AT2,4,0,40,1,0.240418118
HMGI(Y),4,0,37,4,0.322277081
STAT1beta,4,0,39,2,0.26445993
SREBP-1c,4,0,40,1,0.240418118
Elk-1,4,0,39,2,0.26445993
PU.1,4,0,39,2,0.26445993
CREMtau,4,0,41,0,0.219047619
CREMtaualpha,4,0,41,0,0.219047619
CREMtau1,4,0,41,0,0.219047619
CREMtau2,4,0,41,0,0.219047619
Nrf2:MafK,4,0,41,0,0.219047619
myogenin,4,0,41,0,0.219047619
MyoD,4,0,41,0,0.219047619
Adf-1,2,2,29,12,0.771286778
Ttk69K,2,2,14,27,0.669889163
NF-Y,3,1,41,0,2.464285714
Fli-1,0,4,13,28,0.907591769
Bfactor,4,0,41,0,0.219047619
CDX2,4,0,39,2,0.26445993
TBP,4,0,41,0,0.219047619
TFIID,4,0,41,0,0.219047619
TCF-1(P),3,1,32,9,0.498655462
NF-1/L,4,0,34,7,0.442145905
Oct-B1,4,0,38,3,0.291584026
POU2F2B,4,0,38,3,0.291584026
POU5F1(Oct-5),4,0,38,3,0.291584026
POU5F1,4,0,38,3,0.291584026
POU3F1,4,0,32,9,0.554061625
POU2F1b,4,0,38,3,0.291584026
POU2F1c,4,0,38,3,0.291584026
AP-1,4,0,41,0,0.219047619
RAR-gamma,3,1,38,3,0.765408068
AP-3,4,0,40,1,0.240418118
HNF-4alpha,4,0,36,5,0.357117847
2-Dec,4,0,38,3,0.291584026
AML1,4,0,41,0,0.219047619
CArGbox-bindingprotein,3,1,26,15,0.558240969
GCM,4,0,35,6,0.396797607
GCMa,4,0,35,6,0.396797607
GCMb,4,0,35,6,0.396797607
Nrf2,3,1,34,7,0.525048263
C/EBPgamma,4,0,41,0,0.219047619
Egr-3,2,2,16,25,0.607731412
Zen-1,4,0,38,3,0.291584026
Zen-2,4,0,38,3,0.291584026
HNF-6,2,2,33,8,1.218935574
NF-kappaB1,0,4,28,13,13.71302521
AP-2alphaA,4,0,40,1,0.240418118
AP-2alpha,4,0,37,4,0.322277081
POU4F1(l),4,0,40,1,0.240418118
Antp,4,0,35,6,0.396797607
NF-kappaB,4,0,40,1,0.240418118
RelA,4,0,38,3,0.291584026
PTF1-beta,3,1,30,11,0.498487903
mec-3,4,0,35,6,0.396797607
POU1F1,3,1,33,8,0.507889823
p53,4,0,40,1,0.240418118
MBP-1(1),1,3,26,15,1.481345316
E2F,3,1,36,5,0.595196411
Pax-5,4,0,41,0,0.219047619
AhR:Arnt,1,3,18,23,0.660668016
GAGAfactor,2,2,21,20,0.558441558
Zeste,4,0,33,8,0.494163071
STAT5A,4,0,40,1,0.240418118
STAT5B,4,0,35,6,0.396797607
HOXA4,4,0,41,0,0.219047619
TCF-4,3,1,28,13,0.518623868
NF-AT3,4,0,39,2,0.26445993
SGF-3,4,0,39,2,0.26445993
AP-3(2),3,1,34,7,0.525048263
TCF-2,3,1,34,7,0.525048263
Sp3,4,0,24,17,1.593992674
BTEB4,4,0,21,20,2.58
SRF(504AA),2,2,14,27,0.669889163
BTEB3,4,0,38,3,0.291584026
AREB6,4,0,23,18,1.85965812
SF-1,4,0,38,3,0.291584026
CP2,4,0,41,0,0.219047619
POU2F2,4,0,38,3,0.291584026
POU2F2(Oct-2.3),4,0,38,3,0.291584026
POU2F2(Oct-2.4),4,0,38,3,0.291584026
POU2F2(Oct-2.6),4,0,38,3,0.291584026
MEF-2DAB,4,0,33,8,0.494163071
PURalpha,2,2,19,22,0.563095238
PURbeta,2,2,19,22,0.563095238
CREMalpha,2,2,20,21,0.558441558
Yi,2,2,24,17,0.587260459
ATF,3,1,19,22,0.921428571
ATF3,4,0,30,11,0.703747628
47-kDaCREbind.prot.,3,1,19,22,0.921428571
ATF-2,3,1,19,22,0.921428571
FXR:RXR-alpha,0,4,17,24,1.593992674
PEBP2,0,4,30,11,23.90989011
E74A,4,0,34,7,0.442145905
NERF-1a,0,4,16,25,1.374131616
AP-4,2,2,24,17,0.587260459
NF-muNR,4,0,37,4,0.322277081
Ik-1,0,4,5,36,0.357117847
CAC-bindingprotein,4,0,31,10,0.623319328
SXR:RXR-alpha,4,0,36,5,0.357117847
IRF-2,4,0,37,4,0.322277081
PXR-1:RXR-alpha,4,0,27,14,1.037247736
TFE3-S,2,2,16,25,0.607731412
DTF-1,3,1,27,14,0.53591133
INSAF,2,2,15,26,0.634862278
Sp1,3,1,25,16,0.586026718
Sn,2,2,7,34,1.439021164
Mitf,0,4,7,34,0.442145905
PPAR-gamma:RXR-alpha,3,1,25,16,0.586026718
CBF(2),2,2,24,17,0.587260459
CTF,2,2,20,21,0.558441558
XPF-1,3,1,27,14,0.53591133
Cdx-3,1,3,27,14,1.714128151
Kr,3,1,23,18,0.660668016
EBF,1,3,8,33,0.507889823
ARP-1,3,1,33,8,0.507889823
ER-alpha,3,1,33,8,0.507889823
T3R-alpha,2,2,27,14,0.669889163
IA-1,1,3,4,37,0.660668016
Pax-3,0,4,6,35,0.396797607
E2F-4,0,4,12,29,0.797580645
HNF-6alpha,2,2,32,9,1.057754011
Sry-beta,0,4,1,40,0.240418118
RAR-alpha1,3,1,33,8,0.507889823
RAR-beta,3,1,33,8,0.507889823
ER-beta,2,2,27,14,0.669889163
T3R-beta1,3,1,33,8,0.507889823
AP-2,1,3,21,20,0.837662338
HNF-4alpha2,4,0,29,12,0.797580645
Pax-2.2,0,4,11,30,0.703747628
Pax-9a,0,4,11,30,0.703747628
Pax-9b,0,4,11,30,0.703747628
HNF-6beta,3,1,33,8,0.507889823
OC-2,2,2,33,8,1.218935574
FOXF1,3,1,20,21,0.837662338
MAZ,1,3,9,32,0.498655462
TSAP,2,2,23,18,0.572578947
core-bindingfactor,1,3,4,37,0.660668016
Myf-5,2,2,11,30,0.843594913
Egr-1,1,3,3,38,0.765408068
HIF-1,3,1,11,30,2.892325417
Pbx1b,1,3,8,33,0.507889823
LyF-1,2,2,19,22,0.563095238
ELF-1,0,4,11,30,0.703747628
RAR-beta:RXR-alpha,1,3,8,33,0.507889823
CACCC-bindingfactor,0,4,11,30,0.703747628
HNF-1,4,0,24,17,1.593992674
COE2,1,3,8,33,0.507889823
COE3,1,3,8,33,0.507889823
PPAR-alpha:RXR-alpha,2,2,7,34,1.439021164
FOXM1b,1,3,24,17,1.145157895
FOXM1a,1,3,24,17,1.145157895
FOXJ1,1,3,19,22,0.7095
Pax-2.1,0,4,8,33,0.494163071
NF-E2,0,4,10,31,0.623319328
En,4,0,31,10,0.623319328
COUP-TF1,2,2,21,20,0.558441558
AP-2beta,0,4,3,38,0.291584026
Pbx1a,1,3,20,21,0.767857143
HOXB1,1,3,20,21,0.767857143
ATF-1,2,2,12,29,0.771286778
MTF-1,1,3,6,35,0.552682382
Bcd,3,1,19,22,0.921428571
Sry-delta,0,4,2,39,0.26445993
ETF,2,2,3,38,4.184230769
WT1,1,3,2,39,0.947648084
GCF,1,3,5,36,0.595196411
CRE-BP2,1,3,15,26,0.558240969
CREBbeta,1,3,15,26,0.558240969
NF-TNF,0,4,4,37,0.322277081
AFP1,1,3,7,34,0.525048263
NF-X,0,4,2,39,0.26445993
c-Myc,3,1,2,39,81.5925
NRF-1,0,4,1,40,0.240418118
